comment_id,comment_text,language,source_page,emotion,intent,response_tone,notes
141,এখানে কোনটার স্মেল টা বেশি ভালো হবে,bengali,shajgoj,NEU,QUE,PRO,fragrance recommendation
142,ডাব শেমপু অর্গানিক পাতলা চুলের জন্য চুল পড়া কমায় এটার দাম কত,bengali,shajgoj,NEU,QUE,PRO,product and price query
143,ময়েশ্চারাইজার লিপলিনের সাওয়ার জেল দাম কত হবে,bengali,shajgoj,NEU,QUE,PRO,product price query
144,Delivery charge koto inside dhaka,romanized,shajgoj,NEU,QUE,PRO,delivery charge query
145,ডেলিভারি চার্জ কত সারা দেশে?,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
146,ঢাকার বাহিরে ডেলিভারি চার্জ কত,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
147,ঢাকা কোথায় পাওয়া যাবে,bengali,shajgoj,NEU,QUE,PRO,availability query
148,Chandpur delivery charge koto??,romanized,shajgoj,NEU,QUE,PRO,delivery charge query
149,Expiry date ki ses tai offer deccan,romanized,shajgoj,CON,QUE,PRO,asking if expired product on offer
150,সিলেট ডেলিভারি চার্জ কত,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
151,Cash on delivery??,english,shajgoj,NEU,QUE,PRO,payment method query
152,Mane ki 149 tk 2 ta?,romanized,shajgoj,NEU,QUE,PRO,clarification on pricing
153,ডেলিভারি চাজ সহ কত,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
154,সিরাম আছে?,bengali,shajgoj,NEU,QUE,PRO,product availability query
155,শোরুম কোথায়?,bengali,shajgoj,NEU,QUE,PRO,showroom location
156,ডেলিভারি চার্জ কতো ভৈরবা মহেশপুর,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
157,Delivery charge ace??,romanized,shajgoj,NEU,QUE,PRO,delivery charge query
158,ভালো না,bengali,shajgoj,GN,COM,APO,not good negative review
159,১১ বছর বাচ্চা ইউজ করতে পারবে?,bengali,shajgoj,NEU,QUE,PRO,age suitability query
160,ata ki available please reply dear,romanized,shajgoj,NEU,QUE,PRO,product availability query
161,100 ml কি আছে???,bengali,shajgoj,NEU,QUE,PRO,size availability query
162,কেমনে সম্ভব ৯৯ টাকায়?,bengali,shajgoj,CON,QUE,PRO,skeptical about low price
163,পন্ডস প্রোডাক্ট গুলো অনেক ভালো,bengali,shajgoj,GP,SUP,FRI,ponds product praise
164,চাঁদপুর ডেলিভারি কত??,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
165,sotti ki 99 tk I need one,romanized,shajgoj,GP,SUP,FRI,confirms price and wants to buy
166,ঢাকায় ডেলিভারি কত??,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
167,ভাই আমার দুই ডজন মাল লাগবো,bengali,shajgoj,NEU,QUE,PRO,bulk order query
168,ইনসো ক্রিম ময়েশ্চারাইজার রেট কতো,bengali,shajgoj,NEU,QUE,PRO,product price query
169,Dhaka ta delivery charge,romanized,shajgoj,NEU,QUE,PRO,delivery charge query
170,Assalamualaikum dear 100 ml price please,mixed,shajgoj,NEU,QUE,PRO,product price query
171,এটা কি চুলের জন্য?,bengali,shajgoj,NEU,QUE,PRO,product use query
172,Ki ki thakbe?,romanized,shajgoj,NEU,QUE,PRO,combo contents query
173,Onek valo r sem to sem product item paici Alhamdulillah Thank you api,romanized,shajgoj,GP,SUP,FRI,received same products satisfied
174,Dam koto all,romanized,shajgoj,NEU,QUE,PRO,price query
175,Aysedu r faduson lus paoder r spray price kto hbe,romanized,shajgoj,NEU,QUE,PRO,product price query
176,5 ti products Nile combo te ki ki takce?,romanized,shajgoj,NEU,QUE,PRO,combo contents query
177,Kivabe kombo make korbo,romanized,shajgoj,NEU,QUE,PRO,how to make combo query
178,কম্বো দাম কত,bengali,shajgoj,NEU,QUE,PRO,combo price query
179,কি কি থাকবে প্রাইজ কতো হবে?,bengali,shajgoj,NEU,QUE,PRO,combo contents and price
180,Liquid highliter and liquid blush ase??,romanized,shajgoj,NEU,QUE,PRO,product availability query
181,১২ সো টাকার কমবো চাই,bengali,shajgoj,NEU,QUE,PRO,product availability query
182,Onek valo product paici sem to sem item,romanized,shajgoj,NEU,QUE,PRO,general availability query
183,আপু অনেকদিন পর তোমাকে দেখলাম। তোমার কি বেবি হয়েছে,bengali,anayas_collection,NEU,QUE,PRO,product or service query
184,আপু ক্রিম কালার এর দেখান,bengali,anayas_collection,NEU,QUE,PRO,product or service query
185,দাম?,bengali,anayas_collection,NEU,QUE,PRO,product or service query
186,আপু আমি নতুন,bengali,anayas_collection,GP,SUP,FRI,product appreciation
187,আপনার মতো চেহারা ছেলের,bengali,anayas_collection,GP,SUP,FRI,product or service query
188,আপু আপনার কয়টা বাচ্চা,bengali,anayas_collection,NEU,QUE,PRO,product or service query
189,আপু আমি যেই অর্ডারগুলি করছি দয়া করে আমার এগুলো আমাকে দিবেন,bengali,anayas_collection,GP,SUP,FRI,product appreciation
190,আমি কিন্তু অনেকগুলো ড্রেসের অর্ডার করেছি দেখেন,bengali,anayas_collection,NEU,QUE,PRO,product or service query
191,আপনার এখানে অনেক বার অর্ডার করেছি ড্যান্স দিতে পারেন নাই,bengali,anayas_collection,GP,SUP,FRI,product appreciation
192,আপনার এখানে অর্ডার করে ড্রেস পাওয়া যায় না,bengali,anayas_collection,GN,COM,APO,product or service query
193,Khub sundor R quality tomar dress gula apuuuu,romanized,anayas_collection,GP,SUP,FRI,product appreciation
194,আপনার পেজ টা অনেক সুন্দর,bengali,anayas_collection,GP,SUP,FRI,product or service query
195,কম দামে এত সুন্দর পার্টি ড্রেস অবিশ্বাস্য,bengali,anayas_collection,GP,SUP,FRI,product appreciation
196,আপু আপনার পেজটা একদিন অনেক বড় হবে,bengali,anayas_collection,GP,SUP,FRI,product or service query
197,Apu dress nite chai kintu replaiy den nah,romanized,anayas_collection,GN,COM,APO,product appreciation
198,Assalamu alaikum apu Inbox a response koren na keno,romanized,anayas_collection,NEU,QUE,PRO,product or service query
199,ami red colour nite cai jorjet moddhe plzz dekhau Apu,romanized,anayas_collection,NEU,QUE,PRO,product appreciation
200,jorjet jama red colour dress dekhau,romanized,anayas_collection,NEU,QUE,PRO,product or service query
201,Pakistani dress dekhau,romanized,anayas_collection,NEU,QUE,PRO,product appreciation
202,Apu ready dekan,romanized,anayas_collection,NEU,QUE,PRO,product or service query
203,মিমির থেকে আমার কথা শুনে আমাকে ক্যাশ অনে দিও,bengali,anayas_collection,GP,SUP,FRI,product appreciation
204,তোমার থেকে নং নিয়ে নিশি আপুর সাথে দুই বছর ধরে আছি। ঘর ভরা ক্লাসি গুডস এর ড্রেস। তোমাকেও দেখি কথা বলি না,bengali,anayas_collection,GN,COM,APO,wrong or disappointing product received
205,Anaya's Collection manei dame kom mane vlo,romanized,anayas_collection,GP,SUP,FRI,product or service query
206,dame kom mane puroi agun,romanized,anayas_collection,GP,SUP,FRI,product or service query
207,Apu order korci plz dio,romanized,anayas_collection,GP,SUP,FRI,product appreciation
208,Ager ta koto cilo apu,romanized,anayas_collection,NEU,QUE,PRO,product or service query
209,আপু ড্রেসের কাপড়ের নাম বলে দিবেন,bengali,anayas_collection,NEU,QUE,PRO,product appreciation
210,আনস্টিড নেই আপু,bengali,anayas_collection,NEU,QUE,PRO,product or service query
211,বোরিং ড্রেস দেখান আপু,bengali,anayas_collection,GN,TRO,IGN,product appreciation
212,আপু জামার রং বুঝতে পারচিনা,bengali,anayas_collection,CON,COM,APO,product or service query
213,যারা তোমার থেকে ড্রেস নিবে না সে বুঝবে না যে তোমার ড্রেস কত ভালো কুয়ালিটি মাশাল্লাহ,bengali,anayas_collection,GP,SUP,FRI,wrong or disappointing product received
214,Apu sorum kothai,romanized,anayas_collection,NEU,QUE,PRO,product or service query
215,Ai eid akta nite chai,romanized,anayas_collection,GP,SUP,FRI,product appreciation
216,6/7 ta dress nibo apo,romanized,anayas_collection,NEU,QUE,PRO,product or service query
