comment_id,comment_text,language,source_page,emotion,intent,response_tone,notes
528,তুকে তো গাজাখোর মতোই দেখা যায়। কথাবার্তায় বোঝো যায় সারাক্ষণ পিনীকে থাকো,bengali,channel24_entertainment,ANG,TRO,IGN,disappointed fan
146,ঢাকার বাহিরে ডেলিভারি চার্জ কত,bengali,shajgoj,NEU,QUE,PRO,delivery charge query
364,Ato khisu kora sas korli dalali 😂😂😂 promotion korbi agai kor 😂,romanized,tushar_imran,SAR,TRO,IGN,ato khisu dalali so much corruption
282,Sportsmanship boilaw akta jinish ase vai!! It was really bad by miraz! Really bad!,mixed,bangladesh_cricket,GN,CRI,PRO,sportsmanship is a thing really bad by Miraz
61,Sim replacement fee? Kto ekhn gp care e,romanized,grameenphone,NEU,QUE,PRO,sim replacement query
561,এতো কথা বলার কি আছে ভিডিও চলা কালীন সব হয়েছে তাহলে ভিডিও ফাঁস করে দে তাহলে তো সব পরিষ্কার হয় জাবে,bengali,channel24_entertainment,GN,TRO,IGN,disappointed fan
309,Cricket rules run out right. Gentleman game not out.,english,bangladesh_cricket,SAR,TRO,IGN,cricket rules run out right gentleman not out
44,উনার ঠিকানা টা দিতে পারবেন,bengali,prothomalo,GN,CRI,PRO,criticism of food quality
355,ভাই Sponser নিয়া যে টাকা খাইছেন তা সবাই বুঝে।🤣 আর আপনারে যেগুলো দিছে সব কিছু দেখানোর জন্য।তাই যেনো মানুষ কিনে আর টাকা নষ্ট করে🤣🤣,bengali,tushar_imran,ANG,CRI,PRO,sponsor money shows good products to deceive
272,পাকনামি করে আউট হবে আবার এখানে স্পোর্টসম্যানসিপ স্পিরিট দেখাতে আসছে।,bengali,bangladesh_cricket,ANG,CRI,PRO,angry Pakistan also played dirty in WC
298,এলাকার খেলা হইলে এতক্ষনে ফাটাফাটি হয়ে যেতো,bengali,bangladesh_cricket,SAR,TRO,IGN,area cricket would have broken out
706,স্যার যারা ঘু/ষ/খো/র বলতো অল্প সময়ের মধ্যে তাদের ঘু/ষে/র খবর আপনার কানে পৌঁছাতে পারে,bengali,yunus_farewell,SAR,TRO,IGN,
631,বরবাদ আর এই মুভির মধ্যে পার্থক্য কি থাকলো 😂,bengali,shakib_khan,SAR,TRO,IGN,
662,বরবাদ ই সেরা ছিলো যে যাই বলুক😊,bengali,shakib_khan,GP,SUP,FRI,
171,এটা কি চুলের জন্য?,bengali,shajgoj,NEU,QUE,PRO,product use query
373,এই দেখেন আমি মিথ্যা কথা বলি না ডিসেম্বরে ৮ তারিখে আমি অর্ডার দিছি দেখেন,bengali,irani_jewellery,ANG,COM,APO,proof December 8 order screenshot
607,এদেরকে কেউ যদি বলে পোষাকে শালীনতা নেই কেন? তখন এরা ন্যাংটা হয়ে বিশ্বকে দেখায়া বলবে আমার সমস্যা কোথায়?,bengali,channel24_entertainment,SAR,CRI,APO,angry fan or anti comment
416,ভাই আমি ব্রাজিলের জার্সি নিতে চাই কিভাবে নিব,bengali,jerseys,SAR,TRO,IGN,matha nosto jersey admiring reaction
717,ক্ষমতা সারা জীবন থাকে না কিন্তু আপনি তেমন কোন কাজ দেখাতে পারলেন না এটা ব্যর্থতা সারা জীবন বয়ে নিতে হবে আপনাকে,bengali,yunus_farewell,GN,CRI,APO,
253,আরো ডাক বাংলাদেশরে brother from another mother,mixed,bangladesh_cricket,ANG,TRO,IGN,brother from another mother
262,এটা কিভাবে ব্রিলিয়ান্ট হয়,bengali,bangladesh_cricket,NEU,QUE,PRO,how is this brilliant
64,বিশেষ ধন্যবাদ আমাদের গ্রামীণফোন সমস্ত কর্মীদের আল্লাহ তাআলা ভাল রাখুন,bengali,grameenphone,GP,SUP,FRI,thanks and prayer for staff
721,"এটা অন্ধের দেশ স্যার এখানে আপনে এসেছিলেন আয়না বিক্রি করতে!! নক্ষত্রও বিদায় নেয়, কিন্তু তার জ্যোতি থেকে যায় অনন্তকাল।",bengali,yunus_farewell,GN,SUP,APO,
533,তুমি যে কেমন জিনিস এটা মনে হয় আমরা জানি না,bengali,channel24_entertainment,ANG,CRI,APO,disappointed fan
791,mojar mojar candy,romanized,pran_rfl,GP,SUP,FRI,
60,চমৎকার,bengali,grameenphone,GP,SUP,FRI,simple praise
491,আচ্ছা এই অফার কিভাবে নিব,bengali,kfc_bangladesh,NEU,QUE,PRO,how to avail offer
600,তানজিন তিশা গাজা খায় এটা সঠিক,bengali,channel24_entertainment,GN,CRI,APO,disappointed fan
794,mone ache BTV te add?,romanized,pran_rfl,GP,QUE,FRI,
630,"সত্য কথা কইতে ভাই মজা পাইলাম না, এখানে আরেকটু বেশি কিছু মসলা দরকার ছিল!! 😐 কিন্তু আশা করি মুভিতে সেই মসলাটা থাকবে!!",bengali,shakib_khan,GN,CRI,APO,
461,"সারা বাংলাদেশ জেনে গেছে বর-কনের নিহতের ঘটনা, কিন্তু কয়জনে জানে—তাদের প্রাণগুলো ঝরেছে বাংলাদেশ নৌবাহিনীর বাসের সাথে ধাক্কা খেয়ে! মিডিয়াগুলো সবসময় ঘাতককে আড়াল করে নিরাপত্তা বলয় তৈরি করে দেয়",bengali,ahmadullah,ANG,CRI,PRO,whole BD knows no one knows navy bus at fault media covers up
807,স্কুল শেষে টিভি তে এসব নানান সব দেখতাম যা আজ টাকা দিয়েও কেনা সম্ভব নয়,bengali,pran_rfl,GP,SUP,FRI,
418,তাইলে বুট চুরি করছে কে,bengali,tarique_rahman,GP,SUP,FRI,Bangladesh lucky to have this PM
365,তোশার ভাইয়ের সব কিছু তে ফানি,bengali,tushar_imran,GP,SUP,FRI,Tushar bhai funny in everything
639,নিজের সাথে নিজের প্রতিযোগিতা চলছে 😊,bengali,shakib_khan,NEU,SUP,FRI,
436,"আস্লামালাইকুম নয়, আসসালামু আলাইকুম বলুন, উচ্চারণ অশুদ্ধ আপনার সাথে যায় না।",bengali,tarique_rahman,GP,SUP,FRI,17 years waiting alhamdulillah
602,তুমি অনেক উগ্র,bengali,channel24_entertainment,GN,CRI,APO,disappointed fan
813,একন এই চকলেট পাওয়া জায় না,bengali,pran_rfl,GN,COM,APO,
748,কিন্তু রাস্তা দেখালেন কিন্তু জনগণের রায়কে পূর্ণাঙ্গ রূপ দিতে পারলেন না,bengali,yunus_farewell,GN,CRI,APO,
351,Dalal 🤣,english,tushar_imran,ANG,TRO,IGN,dalal paid shill
259,Real sportsmanship bhaichara on top,mixed,bangladesh_cricket,SAR,TRO,IGN,sarcastic bhaichara
661,"বাংলাদেশের বর্তমান মুভি মানেই, ""ডুম ডুম ডেডাউ"" 😀",bengali,shakib_khan,SAR,CRI,APO,
396,ভাই মাল না দিতে পারলে পেজটি ব্লক করে দেন,bengali,fit_n_hot,SAR,COM,APO,block the page if you cannot deliver
57,হুম খুব ভালো লাগে যখন কোন সমস্যা হয় তখনি শুধু মেসেজ দেয় আর সেবা পাই,bengali,grameenphone,SAR,COM,APO,sarcastic only contacts when problems
548,তানজিন তিশার দ্বারা সবই সম্ভব,bengali,channel24_entertainment,ANG,CRI,APO,disappointed fan
719,জুলাই সনদ সম্পর্কে তো কিছু বললেন না,bengali,yunus_farewell,PA,CRI,PRO,
130,Keo ki Bolte parben kon flavour ta beshi Valo r strong?,romanized,shajgoj,NEU,QUE,PRO,product recommendation query
19,Rather than just posting you could have helped her or arrange her contact,english,prothomalo,PA,CRI,APO,could have helped instead of filming
729,#JusticeForHadi,english,yunus_farewell,ANG,COM,APO,
446,এই ফর্মূলা আবিষ্কারের তিন বছর হয়ে গেলো!! কেউ কথা রাখেনি!! হিসাব দিতে হবে!!,bengali,tarique_rahman,GP,SUP,FRI,mother speech echo in son touching
36,দয়া করে এই মহিলার নাম্বারটা দেন অথবা ঠিকানা দেন।,bengali,prothomalo,CON,QUE,PRO,sarcastic about development
248,Big Achievement for Bangladesh they got sir Brain Symonds Ali Agha out,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic achievement
343,Nice 🥱,english,samsung,SAR,TRO,IGN,Nice bored emoji sarcastic
624,এটাতেও শাকিব খান এর ডাবল একটিং,bengali,shakib_khan,GN,CRI,APO,
265,Changladeshi is showing his original face,english,bangladesh_cricket,ANG,TRO,IGN,Changladeshi showing original face
435,ইতিহাসের আরেক গাদ্দার,bengali,tarique_rahman,GP,SUP,FRI,Tarique as PM no need for opposition
404,অর্ডার করছি ৫দিন হলো এখনো কেন আসে নাই,bengali,fit_n_hot,GP,SUP,FRI,got today very nice
523,আমার প্রানের দেশের প্রানের সাংবাদিক ভাইয়েরা আপনারা এই রমজান মাসে এই সব পাপীদের মুখ আমাদের না দেখাইয়া ভাল কিছু দেখান,bengali,channel24_entertainment,CON,COM,APO,disappointed fan
174,Dam koto all,romanized,shajgoj,NEU,QUE,PRO,price query
89,সাত দিন মেয়াদ না দিয়ে এক মাসের মেয়াদ দিলেই তো পারেন,bengali,grameenphone,CON,CRI,PRO,requests 30-day validity
643,একজন শাকিবিয়ান হয়ে বলছি! সব কিছু ঠিক ঠাক হলেও বরবাদের অনেক কিছু কপি হয়েছে 🙂,bengali,shakib_khan,PA,CRI,PRO,
30,ওনার সাথে যোগাযোগ করার সুযোগ আছে?,bengali,prothomalo,NEU,QUE,PRO,sad about elderly ignored
809,তোমার ছোটবেলার ছোট্ট একটা অংশ,bengali,pran_rfl,GP,SUP,FRI,
657,তুফান > বরবাদ > তান্ডব >>>>>>>>>> প্রিন্স,bengali,shakib_khan,SAR,TRO,IGN,
303,গরীবের পোলাপান যখন ইংল্যান্ড এর মতো রাজাদের ক্রিকেট খেলে তখনি এমনি হবে,bengali,bangladesh_cricket,SAR,TRO,IGN,poor kids playing England cricket
738,বিএনপি সংবিধান সংস্কার পরিষদের শপথ না নিয়ে 24 এর জুলাইয়ে শহীদদের ও জাতির সাথে বেইমানি করছে।,bengali,yunus_farewell,ANG,CRI,APO,
38,বয়স যাদের ষাটোর্ধ তাদের জন্য কোন লাইন লাগবে না এমন আইন করা হোক,bengali,prothomalo,CON,COM,PRO,systemic concern
756,আসল হিরো 🔥,bengali,pran_rfl,GP,SUP,FRI,
550,Tumi je shukaiso tumi ganja khor e,romanized,channel24_entertainment,GN,CRI,APO,disappointed fan
455,কে শুনে কার কথা রাস্তায় বের হলে সবাই নেতা। যার যার নিজ গতিতে সেই চলাফেরা করে,bengali,ahmadullah,SAR,TRO,IGN,who hears whom everyone is leader on road
730,২১ লক্ষ হাজার কোটি টাকা লুট করা শেষ,bengali,yunus_farewell,SAR,TRO,IGN,
311,That's why he have not a world cup trophy,english,bangladesh_cricket,SAR,TRO,IGN,thanks for making pajeets happy
679,ধ্বংসস্তূপ থেকে ফিনিক্স পাখির মতো জেগে ওঠা এক মহাকাব্যিকের পরিসমাপ্তি ❤️,bengali,yunus_farewell,GP,SUP,FRI,
770,"শৈশব, এ আমার পছন্দের এড ছিল এটা🥺",bengali,pran_rfl,GP,SUP,FRI,
649,শুধু গোলাগুলি করলেই সিনেমা হয়ে যায় না,bengali,shakib_khan,CON,CRI,PRO,
549,Tisha apni khub 1ta valo manush na shobay Jane.,romanized,channel24_entertainment,SAR,TRO,IGN,disappointed fan
55,আমার ব্যক্তিগত একটি প্রশ্ন আছে এখানে। সাংবাদিক ভিডিও করেছে একজন দুস্থ অসহায় মানুষের দৃশ্য ধারণ করেছে। সাংবাদিকের উপস্থিতিতে একজন অসহায় মানুষ টিসিবির পণ্য পায়নি না পেয়ে ফিরে গিয়েছে। আর সাংবাদিক তাকে কোন প্রকারের সাহায্য ও সহযোগিতা না করে শুধুমাত্র দৃশ্য ধারণ করেছে।,bengali,prothomalo,GN,CRI,APO,sadness at poverty
732,জুলাই শপথ গ্রহণ করেনি জুলাই গাদ্দারা।,bengali,yunus_farewell,ANG,CRI,APO,
148,Chandpur delivery charge koto??,romanized,shajgoj,NEU,QUE,PRO,delivery charge query
424,বিএনপিকে ভালোবাসি কিন্তু দলের ভিতরে থাকা হাইব্রিড এবং সুবিধাবাদীদেরকে ঘৃণা করি,bengali,tarique_rahman,SAR,TRO,IGN,same parliament same owners only ownership changed
727,বারবার রমজান মাসে জিনিসপত্রের দাম এমন ভাবে বাড়ে মনে হয় যে একবারে দেশটি দেউলিয়া হয়ে গেছে,bengali,yunus_farewell,GN,CRI,APO,
423,এই দিনটি দেখার জন্য হাজার হাজার দিন নির্যাতিত হয়েছি আলহামদুলিল্লাহ তাতে কোন কষ্ট নেই,bengali,tarique_rahman,SAR,TRO,IGN,viral hote bolo sarcastic self-promotion
386,ধুর মিয়া অর্ডার দিলাম মাল পেলাম না,bengali,fit_n_hot,ANG,COM,APO,ordered no call no delivery
799,ওরে আল্লাহ আমার সবচেয়ে পছন্দের ক্যান্ডি ছিলো,bengali,pran_rfl,GP,SUP,FRI,
258,ব্যাপার নাহ পাক-বিডি ভাই-ভাই,bengali,bangladesh_cricket,SAR,TRO,IGN,no problem pak-BD brothers
645,"আমি একজন সাকিবিয়ান হয়ে বলছি, এর থেকে বেটার আসা করছিলাম। কেমন যেন VFX, ভিজুয়াল, এলোমেলো মনে হলো।",bengali,shakib_khan,GN,CRI,APO,
16,অনেক আবেগঘন একটি প্রতিবেদন!! সাংবাদিকতা এবং দেশপ্রেমের এক অনন্য নিদর্শন।,bengali,prothomalo,GP,SUP,FRI,praises journalism
609,Tumi shudhu gaja khor na mod khor o,romanized,channel24_entertainment,SAR,TRO,IGN,disappointed fan
578,চেমরি পুরো কথা বললে বাংলায় বল নাইলে ইংলিশে বল একটু ইংলিশ একটু বাংলায় এসহাদা,bengali,channel24_entertainment,ANG,CRI,APO,disappointed fan
220,Size বলে দিয়েন,bengali,anayas_collection,NEU,QUE,PRO,product appreciation
478,আমার বাড়ির কাছেই হয়েছে এইটা যেয়ে দেখেছি যা সহ্য করার মতো এমন কোনো মানুষ নাই যে কান্না করেনি,bengali,ahmadullah,GN,CRI,PRO,saw this with my own eyes everyone was crying
766,ছোটবেলার কথা মনে পড়ে গেলো।,bengali,pran_rfl,GP,SUP,FRI,
213,যারা তোমার থেকে ড্রেস নিবে না সে বুঝবে না যে তোমার ড্রেস কত ভালো কুয়ালিটি মাশাল্লাহ,bengali,anayas_collection,GP,SUP,FRI,wrong or disappointing product received
526,দেখলেই বোঝা যায় গাজাখোর,bengali,channel24_entertainment,ANG,CRI,IGN,disappointed fan
204,তোমার থেকে নং নিয়ে নিশি আপুর সাথে দুই বছর ধরে আছি। ঘর ভরা ক্লাসি গুডস এর ড্রেস। তোমাকেও দেখি কথা বলি না,bengali,anayas_collection,GN,COM,APO,wrong or disappointing product received
69,যৌবনের প্রথম পথচলা গ্রামিন সিমের সাথে সেই ২০১৩ সাল থেকে এখনো একটাই নিয়ে আছি,bengali,grameenphone,GP,SUP,FRI,long-term loyalty story
406,যেমন দেখাচ্ছে তেমন হবেতো??,bengali,fit_n_hot,ANG,COM,APO,3 days delivery circling did not deliver
708,আপনি চলে যাচ্ছেন কিন্তু জনগণের কি হবে? সাধারণ জনগণ কি ভালো থাকবে?,bengali,yunus_farewell,CON,QUE,PRO,
572,Tisa neshakhur age theke Jana,romanized,channel24_entertainment,SAR,TRO,IGN,disappointed fan
348,Apnader moto youtuber ba vloger der valo product e dibe karon hocche apnader er review diben....er jonno but amra jodi kinte jai pater bosta chara kicu pabo na karon amra to r review dibo na,romanized,tushar_imran,CON,CRI,PRO,content creators get good products public gets nothing
462,নৌবাহিনীর চালককে দ্রুত গ্রেফতার করে বিচারের দাবি জানাচ্ছি,bengali,ahmadullah,ANG,COM,APO,demand navy driver arrested and tried
334,Made in Vietnam naki Malaysia,romanized,samsung,NEU,QUE,PRO,made in Vietnam or Malaysia
457,"যেদিন দালাল মুক্ত দেশ হবে সেদিন বাংলাদেশের সব কিছুই ঠিক হবে, যেই দেশে টাকা থাকলে ঘরে শুয়ে ড্রাইভিং লাইসেন্স পাওয়া যায়, সেদেশে প্রতিনিয়ত দূর্ঘটনা হওয়াটা অস্বাভাবিক কিছু না।",bengali,ahmadullah,ANG,CRI,PRO,dalal-free country will fix everything license bought at home
635,সাকিব খান হারায়নি সাকিব খান ফিরেছে বরং আগের থেকে বহুগুণে আগুন হয়ে ফিরেছে।,bengali,shakib_khan,GP,SUP,FRI,
131,Vaiya offer ta ki aca akn o,romanized,shajgoj,NEU,QUE,PRO,offer availability query
138,Delivery charge koto?,romanized,shajgoj,NEU,QUE,PRO,delivery charge query
680,আমি মনে করি রাষ্ট্রের সবোর্চ্চ ক্ষমতা ধর ব্যক্তি কে সবোর্চ্চ শিক্ষিত এবং সবোর্চ্চ ডিগ্রি ধারী হওয়া উচিত সেই সাথে leadership এর গুনাবলী ও থাকতে হবে,bengali,yunus_farewell,CON,CRI,PRO,
111,কয় দিনের মধ্যে হাতে পাবো,bengali,shajgoj,NEU,QUE,PRO,delivery time query
66,গ্রামীণফোন প্রথম গ্রামীণফোন সেরা,bengali,grameenphone,GP,SUP,FRI,brand loyalty praise
413,ভাই দেশের বাইরে পাইকারি দেওয়া যাবে?,bengali,jerseys,NEU,QUE,PRO,price query
776,শৈশব 😢,bengali,pran_rfl,GP,SUP,FRI,
141,এখানে কোনটার স্মেল টা বেশি ভালো হবে,bengali,shajgoj,NEU,QUE,PRO,fragrance recommendation
573,যেভাবে আমরা চিনলাম আপনাকে হাবিব ওয়াহিদ এর মাধ্যমে,bengali,channel24_entertainment,ANG,CRI,APO,disappointed fan
740,প্রথমেই জুলাই এর সাথে গাদ্দারি,bengali,yunus_farewell,ANG,CRI,APO,
447,"ফ্যামেলি কার্ড যে দিলেন,, আমরা পাবো না কেনো? পরিবারের সরকারি চাকরি জীবি থাকলে নাকি দিবেন না,, এখন সরকারি চাকরিজীবিদের বেতন আর কতো দেন",bengali,tarique_rahman,GP,SUP,FRI,different PM 15 years under fascist
235,And they say's we are brother's,english,bangladesh_cricket,SAR,TRO,IGN,sarcasm about brotherhood
12,ক্ষুদ্র রাজ্যে পৃথিবী গদ্যময়।,bengali,prothomalo,NEU,SUP,FRI,philosophical observation
184,আপু ক্রিম কালার এর দেখান,bengali,anayas_collection,NEU,QUE,PRO,product or service query
532,লজ্জার ভ্যাক্সিন এদের দেওয়া উচিৎ।,bengali,channel24_entertainment,SAR,TRO,IGN,disappointed fan
449,"সংসদে গে'ঞ্জাম লাগছে, ভিপি নূর ঠিক আছে নাকি! কেউ একটু জানান 😬",bengali,tarique_rahman,CON,CRI,PRO,party division fine but do not make it ugly
400,আমি ভুল করে একটা অর্ডার করতে গিয়ে তিনটা করে ফেলেছি। এখন কি করবো,bengali,fit_n_hot,CON,QUE,PRO,who pays delivery if not liked
77,Missing those days,english,grameenphone,GN,SUP,APO,missing old days
836,sei chotto belay emn add gular jonno wait kortam btv te,romanized,pran_rfl,GP,SUP,FRI,
817,roola diya reee🥲,romanized,pran_rfl,GP,SUP,FRI,
695,আপনি শিয়ালের কাছে মুরগী পালন করতে দিলেন।,bengali,yunus_farewell,ANG,CRI,APO,
241,It's just a brotherly love shown by Bangladesh to Pakistan,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic brotherhood comment
48,নিশ্চয়ই আল্লাহ যা করেন ভালোর জন্যই করেন হইতো এই ভিডিও বার্তায় তার অসহায়ত্ব সবার সামনে আসছে,bengali,prothomalo,GN,CRI,PRO,sadness and concern
25,বৃদ্ধ রা লাইন ছাড়া নিবে,bengali,prothomalo,NEU,CRI,PRO,angry at TCB subsidy misuse
641,এইটা কি তুফান মুভির সিকুয়েল?,bengali,shakib_khan,NEU,QUE,PRO,
499,"Niye ashlam ektu age giye, 20 tk te kaveri 2016 te amr frnd ene dio, r ekhn 2026 ese aro 1 tk kome pelam",romanized,budget_beauty,GP,SUP,FRI,kaveri 2016 now 2026 nostalgic loyalty
621,একেই বলে কিং খান হেটার্স রা এবার দেখ হিরো কাকে বলে,bengali,shakib_khan,SAR,TRO,IGN,
88,মেয়াদ কম হয়ে গেছে ৩০ দিন হলে ভালো হতো,bengali,grameenphone,CON,CRI,PRO,validity too short
536,She takes yaba too,english,channel24_entertainment,SAR,TRO,IGN,disappointed fan
778,চাইলহুড ইমোশন😂,mixed,pran_rfl,GP,SUP,FRI,
380,আমি ব্যবসা করি আপনার দোকান কোথায়,bengali,irani_jewellery,CON,QUE,PRO,want to do business where is shop
292,ক্রিকেট খেলা ইমোশন দিয়ে চলে না এটা ক্রিকেট,bengali,bangladesh_cricket,CON,CRI,PRO,cricket runs on logic not emotion
256,দুইটাই জোকার টিম,bengali,bangladesh_cricket,SAR,TRO,IGN,both are joker teams
819,ছোট বেলার আবেগ,bengali,pran_rfl,GP,SUP,FRI,
576,এই নায়িকার ব্যবহার অনেক বাজে,bengali,channel24_entertainment,SAR,TRO,IGN,disappointed fan
143,ময়েশ্চারাইজার লিপলিনের সাওয়ার জেল দাম কত হবে,bengali,shajgoj,NEU,QUE,PRO,product price query
